r,t,y,CapitalInvestment
"Greece","GRMSOU1P03",2020,397.826
"Greece","GRMSOU1P03",2021,566.8551
"Greece","GRMSOU1P03",2022,613.921
"Greece","GRMSOU1P03",2023,597.996
"Greece","GRMSOU1P03",2024,582.078
"Greece","GRMSOU1P03",2025,566.153
"Greece","GRMSOU1P03",2026,550.235
"Greece","GRMSOU1P03",2027,534.317
"Greece","GRMSOU1P03",2028,518.392
"Greece","GRMSOU1P03",2029,437.870199999999
"Greece","GRMSOU1P03",2030,0
"Greece","GRMSOU1P03",2031,513.645
"Greece","GRMSOU1P03",2032,505.9875
"Greece","GRMSOU1P03",2033,498.3225
"Greece","GRMSOU1P03",2034,490.665
"Greece","GRMSOU1P03",2035,483.0075
"Greece","GRMSOU1P03",2036,475.3425
"Greece","GRMSOU1P03",2037,467.685
"Greece","GRMSOU1P03",2038,460.0275
"Greece","GRMSOU1P03",2039,452.37
"Greece","GRMSOU1P03",2040,435.8475
"Greece","GRMSOU1P03",2041,438.765
"Greece","GRMSOU1P03",2042,432.8175
"Greece","GRMSOU1P03",2043,426.8775
"Greece","GRMSOU1P03",2044,420.93
"Greece","GRMSOU1P03",2045,414.99
"Greece","GRMSOU1P03",2046,409.05
"Greece","GRMSOU1P03",2047,403.1025
"Greece","GRMSOU1P03",2048,397.1625
"Greece","GRMSOU1P03",2049,391.215
"Greece","GRMSOU1P03",2050,377.6025
"Greece","GRMSOV1F01",2019,1e-06
"Greece","GRMSOV1F01",2020,2e-06
"Greece","GRMSOV1F01",2021,4e-06
"Greece","GRMSOV1F01",2022,2.5e-05
"Greece","GRMSOV1F01",2023,2.5e-05
"Greece","GRMSOV1F01",2024,2.5e-05
"Greece","GRMSOV1F01",2025,2.5e-05
"Greece","GRMSOV1F01",2026,2.5e-05
"Greece","GRMSOV1F01",2027,244.1675
"Greece","GRMSOV1F01",2028,232.79
"Greece","GRMSOV1F01",2029,221.41
"Greece","GRMSOV1F01",2030,210.0325
"Greece","GRMSOV1F01",2031,82.038
"Greece","GRMSOV1F01",2032,80.062
"Greece","GRMSOV1F01",2033,78.087
"Greece","GRMSOV1F01",2034,76.111
"Greece","GRMSOV1F01",2035,74.135
"Greece","GRMSOV1F01",2036,72.16
"Greece","GRMSOV1F01",2037,70.184
"Greece","GRMSOV1F01",2038,68.209
"Greece","GRMSOV1F01",2039,66.233
"Greece","GRMSOV1F01",2040,64.258
"Greece","GRMSOV1F01",2041,63.733
"Greece","GRMSOV1F01",2042,63.208
"Greece","GRMSOV1F01",2043,50.1471999999997
"Greece","GRMSOV1F01",2044,0
"Greece","GRMSOV1F01",2045,0
"Greece","GRMSOV1F01",2046,0
"Greece","GRMSOV1F01",2047,0
"Greece","GRMSOV1F01",2048,0
"Greece","GRMSOV1F01",2049,59.536
"Greece","GRMSOV1F01",2050,59.012
"Greece","GRMWIP00",2019,1169.3925
"Greece","GRMWIP00",2020,791.0049
"Greece","GRMWIP00",2021,416.5641
"Greece","GRMWIP00",2022,1304.4695
"Greece","GRMWIP00",2023,1297.5335
"Greece","GRMWIP00",2024,1290.5975
"Greece","GRMWIP00",2025,1283.6615
"Greece","GRMWIP00",2026,1276.7255
"Greece","GRMWIP00",2027,1269.7895
"Greece","GRMWIP00",2028,1262.8535
"Greece","GRMWIP00",2029,1255.926
"Greece","GRMWIP00",2030,1190.214
"Greece","GRMWIP00",2031,1240.8215
"Greece","GRMWIP00",2032,1232.653
"Greece","GRMWIP00",2033,1224.4845
"Greece","GRMWIP00",2034,1216.316
"Greece","GRMWIP00",2035,1208.1475
"Greece","GRMWIP00",2036,1199.979
"Greece","GRMWIP00",2037,1191.8105
"Greece","GRMWIP00",2038,828.799173374663
"Greece","GRMWIP00",2039,0
"Greece","GRMWIP00",2040,0
"Greece","GRMWIP00",2041,0
"Greece","GRMWIP00",2042,0
"Greece","GRMWIP00",2043,0
"Greece","GRMWIP00",2044,0
"Greece","GRMWIP00",2045,0
"Greece","GRMWIP00",2046,0
"Greece","GRMWIP00",2047,0
"Greece","GRMWIP00",2048,0
"Greece","GRMWIP00",2049,684.78
"Greece","GRMWIP00",2050,684.57
"Greece","GRMWIP01",2019,0
"Greece","GRMWIP01",2020,0
"Greece","GRMWIP01",2021,0
"Greece","GRMWIP01",2022,0
"Greece","GRMWIP01",2023,0
"Greece","GRMWIP01",2024,0
"Greece","GRMWIP01",2025,0
"Greece","GRMWIP01",2026,0
"Greece","GRMWIP01",2027,0
"Greece","GRMWIP01",2028,0
"Greece","GRMWIP01",2029,0
"Greece","GRMWIP01",2030,1011.0415
"Greece","GRMWIP01",2031,430.786499999998
"Greece","GRMWIP01",2032,713.78
"Greece","GRMWIP01",2033,709.585
"Greece","GRMWIP01",2034,705.3875
"Greece","GRMWIP01",2035,701.1925
"Greece","GRMWIP01",2036,696.995
"Greece","GRMWIP01",2037,692.8
"Greece","GRMWIP01",2038,688.6025
"Greece","GRMWIP01",2039,684.4075
"Greece","GRMWIP01",2040,680.21
"Greece","GRMWIP01",2041,676.9475
"Greece","GRMWIP01",2042,0
"Greece","GRMWIP01",2043,0
"Greece","GRMWIP01",2044,0
"Greece","GRMWIP01",2045,0
"Greece","GRMWIP01",2046,0
"Greece","GRMWIP01",2047,0
"Greece","GRMWIP01",2048,0
"Greece","GRMWIP01",2049,0
"Greece","GRMWIP01",2050,0
"Greece","GRNG00I00",2019,0.00994659871267899
"Greece","GRNG00I00",2020,0.000166776631341178
"Greece","GRNG00I00",2021,0
"Greece","GRNG00I00",2022,0
"Greece","GRNG00I00",2023,0
"Greece","GRNG00I00",2024,0
"Greece","GRNG00I00",2025,0
"Greece","GRNG00I00",2026,0
"Greece","GRNG00I00",2027,0
"Greece","GRNG00I00",2028,0
"Greece","GRNG00I00",2029,0
"Greece","GRNG00I00",2030,0
"Greece","GRNG00I00",2031,0
"Greece","GRNG00I00",2032,0
"Greece","GRNG00I00",2033,0
"Greece","GRNG00I00",2034,0
"Greece","GRNG00I00",2035,0
"Greece","GRNG00I00",2036,0
"Greece","GRNG00I00",2037,0
"Greece","GRNG00I00",2038,0
"Greece","GRNG00I00",2039,0
"Greece","GRNG00I00",2040,0
"Greece","GRNG00I00",2041,0
"Greece","GRNG00I00",2042,0
"Greece","GRNG00I00",2043,0
"Greece","GRNG00I00",2044,0
"Greece","GRNG00I00",2045,0
"Greece","GRNG00I00",2046,0
"Greece","GRNG00I00",2047,0
"Greece","GRNG00I00",2048,0
"Greece","GRNG00I00",2049,0
"Greece","GRNG00I00",2050,0
"Greece","NGCHPPWR",2019,6.55052
"Greece","NGCHPPWR",2020,3.27526
"Greece","NGCHPPWR",2021,3.27526
"Greece","NGCHPPWR",2022,0
"Greece","NGCHPPWR",2023,0
"Greece","NGCHPPWR",2024,0
"Greece","NGCHPPWR",2025,0
"Greece","NGCHPPWR",2026,0
"Greece","NGCHPPWR",2027,0
"Greece","NGCHPPWR",2028,0
"Greece","NGCHPPWR",2029,0
"Greece","NGCHPPWR",2030,0
"Greece","NGCHPPWR",2031,0
"Greece","NGCHPPWR",2032,0
"Greece","NGCHPPWR",2033,0
"Greece","NGCHPPWR",2034,0
"Greece","NGCHPPWR",2035,0
"Greece","NGCHPPWR",2036,0
"Greece","NGCHPPWR",2037,0
"Greece","NGCHPPWR",2038,0
"Greece","NGCHPPWR",2039,0
"Greece","NGCHPPWR",2040,0
"Greece","NGCHPPWR",2041,0
"Greece","NGCHPPWR",2042,0
"Greece","NGCHPPWR",2043,0
"Greece","NGCHPPWR",2044,0
"Greece","NGCHPPWR",2045,0
"Greece","NGCHPPWR",2046,0
"Greece","NGCHPPWR",2047,0
"Greece","NGCHPPWR",2048,0
"Greece","NGCHPPWR",2049,0
"Greece","NGCHPPWR",2050,0
"Greece","NGSPROD",2019,5.05050505050505e-05
"Greece","NGSPROD",2020,0
"Greece","NGSPROD",2021,0
"Greece","NGSPROD",2022,0
"Greece","NGSPROD",2023,0
"Greece","NGSPROD",2024,0
"Greece","NGSPROD",2025,0
"Greece","NGSPROD",2026,5.05050505050505e-06
"Greece","NGSPROD",2027,0
"Greece","NGSPROD",2028,0
"Greece","NGSPROD",2029,0
"Greece","NGSPROD",2030,2.55255255255255e-05
"Greece","NGSPROD",2031,0
"Greece","NGSPROD",2032,0
"Greece","NGSPROD",2033,2.25225225225226e-06
"Greece","NGSPROD",2034,2.38095238095237e-06
"Greece","NGSPROD",2035,0
"Greece","NGSPROD",2036,0
"Greece","NGSPROD",2037,0
"Greece","NGSPROD",2038,0
"Greece","NGSPROD",2039,0
"Greece","NGSPROD",2040,0
"Greece","NGSPROD",2041,0
"Greece","NGSPROD",2042,0
"Greece","NGSPROD",2043,0
"Greece","NGSPROD",2044,0
"Greece","NGSPROD",2045,0
"Greece","NGSPROD",2046,0
"Greece","NGSPROD",2047,0
"Greece","NGSPROD",2048,0
"Greece","NGSPROD",2049,0
"Greece","NGSPROD",2050,0
"Greece","OILPROD",2019,0.000717171717171717
"Greece","OILPROD",2020,0
"Greece","OILPROD",2021,0
"Greece","OILPROD",2022,0
"Greece","OILPROD",2023,0
"Greece","OILPROD",2024,0
"Greece","OILPROD",2025,0
"Greece","OILPROD",2026,0
"Greece","OILPROD",2027,0
"Greece","OILPROD",2028,0
"Greece","OILPROD",2029,0
"Greece","OILPROD",2030,0
"Greece","OILPROD",2031,0
"Greece","OILPROD",2032,0
"Greece","OILPROD",2033,0
"Greece","OILPROD",2034,0
"Greece","OILPROD",2035,0
"Greece","OILPROD",2036,0
"Greece","OILPROD",2037,0
"Greece","OILPROD",2038,0
"Greece","OILPROD",2039,0
"Greece","OILPROD",2040,0
"Greece","OILPROD",2041,0
"Greece","OILPROD",2042,0
"Greece","OILPROD",2043,0
"Greece","OILPROD",2044,0
"Greece","OILPROD",2045,0
"Greece","OILPROD",2046,0
"Greece","OILPROD",2047,0
"Greece","OILPROD",2048,0
"Greece","OILPROD",2049,0
"Greece","OILPROD",2050,0
"Greece","PUMP",2019,0
"Greece","PUMP",2020,0
"Greece","PUMP",2021,0
"Greece","PUMP",2022,0
"Greece","PUMP",2023,0
"Greece","PUMP",2024,0
"Greece","PUMP",2025,0
"Greece","PUMP",2026,0
"Greece","PUMP",2027,0
"Greece","PUMP",2028,0
"Greece","PUMP",2029,0
"Greece","PUMP",2030,0
"Greece","PUMP",2031,0
"Greece","PUMP",2032,0
"Greece","PUMP",2033,0
"Greece","PUMP",2034,0
"Greece","PUMP",2035,0
"Greece","PUMP",2036,0
"Greece","PUMP",2037,0
"Greece","PUMP",2038,0
"Greece","PUMP",2039,0
"Greece","PUMP",2040,0
"Greece","PUMP",2041,0
"Greece","PUMP",2042,0
"Greece","PUMP",2043,0
"Greece","PUMP",2044,0
"Greece","PUMP",2045,0
"Greece","PUMP",2046,0
"Greece","PUMP",2047,0
"Greece","PUMP",2048,0
"Greece","PUMP",2049,0
"Greece","PUMP",2050,0
"Greece","PWRHYDR",2019,0
"Greece","PWRHYDR",2020,0
"Greece","PWRHYDR",2021,0
"Greece","PWRHYDR",2022,0
"Greece","PWRHYDR",2023,0
"Greece","PWRHYDR",2024,0
"Greece","PWRHYDR",2025,0
"Greece","PWRHYDR",2026,0
"Greece","PWRHYDR",2027,0
"Greece","PWRHYDR",2028,0
"Greece","PWRHYDR",2029,0
"Greece","PWRHYDR",2030,0
"Greece","PWRHYDR",2031,0
"Greece","PWRHYDR",2032,0
"Greece","PWRHYDR",2033,0
"Greece","PWRHYDR",2034,0
"Greece","PWRHYDR",2035,0
"Greece","PWRHYDR",2036,0
"Greece","PWRHYDR",2037,0
"Greece","PWRHYDR",2038,0
"Greece","PWRHYDR",2039,0
"Greece","PWRHYDR",2040,0
"Greece","PWRHYDR",2041,0
"Greece","PWRHYDR",2042,0
"Greece","PWRHYDR",2043,0
"Greece","PWRHYDR",2044,0
"Greece","PWRHYDR",2045,0
"Greece","PWRHYDR",2046,0
"Greece","PWRHYDR",2047,0
"Greece","PWRHYDR",2048,0
"Greece","PWRHYDR",2049,0
"Greece","PWRHYDR",2050,0
