r,t,y,MarineImpact
"Greece","GRMSOU1P03",2028,8289.32
"Greece","GRMSOU1P03",2029,8739
"Greece","GRMSOU1P03",2030,8595
"Greece","GRMSOU1P03",2031,9311.25
"Greece","GRMSOU1P03",2032,9311.25
"Greece","GRMSOU1P03",2033,9301.5
"Greece","GRMSOU1P03",2034,9939.45496094942
"Greece","GRMSOU1P03",2035,10654.9549609494
"Greece","GRMSOU1P03",2036,10654.9549609494
"Greece","GRMSOU1P03",2037,10654.9549609494
"Greece","GRMSOU1P03",2038,10654.9549609494
"Greece","GRMSOU1P03",2039,10654.9549609494
"Greece","GRMSOU1P03",2040,10654.9549609494
"Greece","GRMSOU1P03",2041,10654.9549609494
"Greece","GRMSOU1P03",2042,10654.9549609494
"Greece","GRMSOU1P03",2043,10654.9549609494
"Greece","GRMSOU1P03",2044,10756.9989468992
"Greece","GRMSOU1P03",2045,10856.5000391637
"Greece","GRMSOU1P03",2046,10856.5000391637
"Greece","GRMSOU1P03",2047,11571.2500391637
"Greece","GRMSOU1P03",2048,12286.0000391637
"Greece","GRMSOU1P03",2049,10694.4900391637
"Greece","GRMSOU1P03",2050,10989.9200391637
"Greece","GRMSOV1F01",2019,466.17
"Greece","GRMSOV1F01",2020,482.03
"Greece","GRMSOV1F01",2021,518.88
"Greece","GRMSOV1F01",2022,782.64
"Greece","GRMSOV1F01",2023,1038.87
"Greece","GRMSOV1F01",2024,1285.88
"Greece","GRMSOV1F01",2025,1525.86
"Greece","GRMSOV1F01",2026,1756.12
"Greece","GRMSOV1F01",2027,1979.85
"Greece","GRMSOV1F01",2028,2193.36
"Greece","GRMSOV1F01",2029,2398.37
"Greece","GRMSOV1F01",2030,2597.6
"Greece","GRMSOV1F01",2031,2693.1
"Greece","GRMSOV1F01",2032,2788.6
"Greece","GRMSOV1F01",2033,2881.08
"Greece","GRMSOV1F01",2034,2976.48
"Greece","GRMSOV1F01",2035,3071.88
"Greece","GRMSOV1F01",2036,3167.28
"Greece","GRMSOV1F01",2037,3262.68
"Greece","GRMSOV1F01",2038,3358.08
"Greece","GRMSOV1F01",2039,3453.48
"Greece","GRMSOV1F01",2040,3548.88
"Greece","GRMSOV1F01",2041,3644.28
"Greece","GRMSOV1F01",2042,3739.68
"Greece","GRMSOV1F01",2043,3816
"Greece","GRMSOV1F01",2044,3812
"Greece","GRMSOV1F01",2045,3812
"Greece","GRMSOV1F01",2046,3812
"Greece","GRMSOV1F01",2047,3812
"Greece","GRMSOV1F01",2048,3812
"Greece","GRMSOV1F01",2049,3516.57
"Greece","GRMSOV1F01",2050,3592.81
"Greece","GRMWIP00",2019,7992.54
"Greece","GRMWIP00",2020,8853.88
"Greece","GRMWIP00",2021,9148.76
"Greece","GRMWIP00",2022,10579.56
"Greece","GRMWIP00",2023,11899.86
"Greece","GRMWIP00",2024,13109.66
"Greece","GRMWIP00",2025,14208.96
"Greece","GRMWIP00",2026,15197.76
"Greece","GRMWIP00",2027,16076.06
"Greece","GRMWIP00",2028,16843.86
"Greece","GRMWIP00",2029,17501.16
"Greece","GRMWIP00",2030,17988
"Greece","GRMWIP00",2031,19133.65
"Greece","GRMWIP00",2032,20262.3
"Greece","GRMWIP00",2033,21359.4
"Greece","GRMWIP00",2034,22453.2
"Greece","GRMWIP00",2035,23530
"Greece","GRMWIP00",2036,24146.5355734104
"Greece","GRMWIP00",2037,24679.6646745083
"Greece","GRMWIP00",2038,25555.7284683185
"Greece","GRMWIP00",2039,25953.9055968876
"Greece","GRMWIP00",2040,26107.5899938259
"Greece","GRMWIP00",2041,26043.4817648505
"Greece","GRMWIP00",2042,25855.7133310737
"Greece","GRMWIP00",2043,25667.9448972968
"Greece","GRMWIP00",2044,25502.3287185076
"Greece","GRMWIP00",2045,25314.2584477222
"Greece","GRMWIP00",2046,25126.1881769367
"Greece","GRMWIP00",2047,24938.1179061513
"Greece","GRMWIP00",2048,25150.3992735789
"Greece","GRMWIP00",2049,20897.6268170928
"Greece","GRMWIP00",2050,20708.663114958
"Greece","GRMWIP01",2019,0
"Greece","GRMWIP01",2020,0
"Greece","GRMWIP01",2021,0
"Greece","GRMWIP01",2022,0
"Greece","GRMWIP01",2023,0
"Greece","GRMWIP01",2024,0
"Greece","GRMWIP01",2025,0
"Greece","GRMWIP01",2026,0
"Greece","GRMWIP01",2027,0
"Greece","GRMWIP01",2028,0
"Greece","GRMWIP01",2029,0
"Greece","GRMWIP01",2030,173.569754676574
"Greece","GRMWIP01",2031,440.069754676574
"Greece","GRMWIP01",2032,705.906931266934
"Greece","GRMWIP01",2033,972.156931266934
"Greece","GRMWIP01",2034,1237.24410785729
"Greece","GRMWIP01",2035,1503.24410785729
"Greece","GRMWIP01",2036,1501.83128444765
"Greece","GRMWIP01",2037,1500.41846103801
"Greece","GRMWIP01",2038,1500.41846103801
"Greece","GRMWIP01",2039,1616.71001311776
"Greece","GRMWIP01",2040,1881.96001311776
"Greece","GRMWIP01",2041,2145.1862525022
"Greece","GRMWIP01",2042,2321.26781541066
"Greece","GRMWIP01",2043,2382.75
"Greece","GRMWIP01",2044,2645
"Greece","GRMWIP01",2045,2645
"Greece","GRMWIP01",2046,2642.5
"Greece","GRMWIP01",2047,2642.5
"Greece","GRMWIP01",2048,2904
"Greece","GRMWIP01",2049,3168
"Greece","GRMWIP01",2050,3165
"Greece","GRNG00I00",2019,0
"Greece","GRNG00I00",2020,0
"Greece","GRNG00I00",2021,0
"Greece","GRNG00I00",2022,0
"Greece","GRNG00I00",2023,0
"Greece","GRNG00I00",2024,0
"Greece","GRNG00I00",2025,0
"Greece","GRNG00I00",2026,0
"Greece","GRNG00I00",2027,0
"Greece","GRNG00I00",2028,0
"Greece","GRNG00I00",2029,0
"Greece","GRNG00I00",2030,0
"Greece","GRNG00I00",2031,0
"Greece","GRNG00I00",2032,0
"Greece","GRNG00I00",2033,0
"Greece","GRNG00I00",2034,0
"Greece","GRNG00I00",2035,0
"Greece","GRNG00I00",2036,0
"Greece","GRNG00I00",2037,0
"Greece","GRNG00I00",2038,0
"Greece","GRNG00I00",2039,0
"Greece","GRNG00I00",2040,0
"Greece","GRNG00I00",2041,0
"Greece","GRNG00I00",2042,0
"Greece","GRNG00I00",2043,0
"Greece","GRNG00I00",2044,0
"Greece","GRNG00I00",2045,0
"Greece","GRNG00I00",2046,0
"Greece","GRNG00I00",2047,0
"Greece","GRNG00I00",2048,0
"Greece","GRNG00I00",2049,0
"Greece","GRNG00I00",2050,0
"Greece","NGCHPPWR",2019,0
"Greece","NGCHPPWR",2020,0
"Greece","NGCHPPWR",2021,0
"Greece","NGCHPPWR",2022,0
"Greece","NGCHPPWR",2023,0
"Greece","NGCHPPWR",2024,0
"Greece","NGCHPPWR",2025,0
"Greece","NGCHPPWR",2026,0
"Greece","NGCHPPWR",2027,0
"Greece","NGCHPPWR",2028,0
"Greece","NGCHPPWR",2029,0
"Greece","NGCHPPWR",2030,0
"Greece","NGCHPPWR",2031,0
"Greece","NGCHPPWR",2032,0
"Greece","NGCHPPWR",2033,0
"Greece","NGCHPPWR",2034,0
"Greece","NGCHPPWR",2035,0
"Greece","NGCHPPWR",2036,0
"Greece","NGCHPPWR",2037,0
"Greece","NGCHPPWR",2038,0
"Greece","NGCHPPWR",2039,0
"Greece","NGCHPPWR",2040,0
"Greece","NGCHPPWR",2041,0
"Greece","NGCHPPWR",2042,0
"Greece","NGCHPPWR",2043,0
"Greece","NGCHPPWR",2044,0
"Greece","NGCHPPWR",2045,0
"Greece","NGCHPPWR",2046,0
"Greece","NGCHPPWR",2047,0
"Greece","NGCHPPWR",2048,0
"Greece","NGCHPPWR",2049,0
"Greece","NGCHPPWR",2050,0
"Greece","NGSPROD",2019,0
"Greece","NGSPROD",2020,0
"Greece","NGSPROD",2021,0
"Greece","NGSPROD",2022,0
"Greece","NGSPROD",2023,0
"Greece","NGSPROD",2024,0
"Greece","NGSPROD",2025,0
"Greece","NGSPROD",2026,0
"Greece","NGSPROD",2027,0
"Greece","NGSPROD",2028,0
"Greece","NGSPROD",2029,0
"Greece","NGSPROD",2030,0
"Greece","NGSPROD",2031,0
"Greece","NGSPROD",2032,0
"Greece","NGSPROD",2033,0
"Greece","NGSPROD",2034,0
"Greece","NGSPROD",2035,0
"Greece","NGSPROD",2036,0
"Greece","NGSPROD",2037,0
"Greece","NGSPROD",2038,0
"Greece","NGSPROD",2039,0
"Greece","NGSPROD",2040,0
"Greece","NGSPROD",2041,0
"Greece","NGSPROD",2042,0
"Greece","NGSPROD",2043,0
"Greece","NGSPROD",2044,0
"Greece","NGSPROD",2045,0
"Greece","NGSPROD",2046,0
"Greece","NGSPROD",2047,0
"Greece","NGSPROD",2048,0
"Greece","NGSPROD",2049,0
"Greece","NGSPROD",2050,0
"Greece","OILPROD",2019,0
"Greece","OILPROD",2020,0
"Greece","OILPROD",2021,0
"Greece","OILPROD",2022,0
"Greece","OILPROD",2023,0
"Greece","OILPROD",2024,0
"Greece","OILPROD",2025,0
"Greece","OILPROD",2026,0
"Greece","OILPROD",2027,0
"Greece","OILPROD",2028,0
"Greece","OILPROD",2029,0
"Greece","OILPROD",2030,0
"Greece","OILPROD",2031,0
"Greece","OILPROD",2032,0
"Greece","OILPROD",2033,0
"Greece","OILPROD",2034,0
"Greece","OILPROD",2035,0
"Greece","OILPROD",2036,0
"Greece","OILPROD",2037,0
"Greece","OILPROD",2038,0
"Greece","OILPROD",2039,0
"Greece","OILPROD",2040,0
"Greece","OILPROD",2041,0
"Greece","OILPROD",2042,0
"Greece","OILPROD",2043,0
"Greece","OILPROD",2044,0
"Greece","OILPROD",2045,0
"Greece","OILPROD",2046,0
"Greece","OILPROD",2047,0
"Greece","OILPROD",2048,0
"Greece","OILPROD",2049,0
"Greece","OILPROD",2050,0
"Greece","PUMP",2019,0
"Greece","PUMP",2020,0
"Greece","PUMP",2021,0
"Greece","PUMP",2022,0
"Greece","PUMP",2023,0
"Greece","PUMP",2024,0
"Greece","PUMP",2025,0
"Greece","PUMP",2026,0
"Greece","PUMP",2027,0
"Greece","PUMP",2028,0
"Greece","PUMP",2029,0
"Greece","PUMP",2030,0
"Greece","PUMP",2031,0
"Greece","PUMP",2032,0
"Greece","PUMP",2033,0
"Greece","PUMP",2034,0
"Greece","PUMP",2035,0
"Greece","PUMP",2036,0
"Greece","PUMP",2037,0
"Greece","PUMP",2038,0
"Greece","PUMP",2039,0
"Greece","PUMP",2040,0
"Greece","PUMP",2041,0
"Greece","PUMP",2042,0
"Greece","PUMP",2043,0
"Greece","PUMP",2044,0
"Greece","PUMP",2045,0
"Greece","PUMP",2046,0
"Greece","PUMP",2047,0
"Greece","PUMP",2048,0
"Greece","PUMP",2049,0
"Greece","PUMP",2050,0
"Greece","PWRHYDR",2019,0
"Greece","PWRHYDR",2020,0
"Greece","PWRHYDR",2021,0
"Greece","PWRHYDR",2022,0
"Greece","PWRHYDR",2023,0
"Greece","PWRHYDR",2024,0
"Greece","PWRHYDR",2025,0
"Greece","PWRHYDR",2026,0
"Greece","PWRHYDR",2027,0
"Greece","PWRHYDR",2028,0
"Greece","PWRHYDR",2029,0
"Greece","PWRHYDR",2030,0
"Greece","PWRHYDR",2031,0
"Greece","PWRHYDR",2032,0
"Greece","PWRHYDR",2033,0
"Greece","PWRHYDR",2034,0
"Greece","PWRHYDR",2035,0
"Greece","PWRHYDR",2036,0
"Greece","PWRHYDR",2037,0
"Greece","PWRHYDR",2038,0
"Greece","PWRHYDR",2039,0
"Greece","PWRHYDR",2040,0
"Greece","PWRHYDR",2041,0
"Greece","PWRHYDR",2042,0
"Greece","PWRHYDR",2043,0
"Greece","PWRHYDR",2044,0
"Greece","PWRHYDR",2045,0
"Greece","PWRHYDR",2046,0
"Greece","PWRHYDR",2047,0
"Greece","PWRHYDR",2048,0
"Greece","PWRHYDR",2049,0
"Greece","PWRHYDR",2050,0
