r,t,y,AnnualVariableOperatingCost
"Greece","GRBM00I00",2050,67.5578557283848
"Greece","GRBM00X00",2019,12.1531013805865
"Greece","GRBM00X00",2020,13.5766493835224
"Greece","GRBM00X00",2021,14.9778751283885
"Greece","GRBM00X00",2022,44.7597277940736
"Greece","GRBM00X00",2023,74.0495906911728
"Greece","GRBM00X00",2024,102.546653390375
"Greece","GRBM00X00",2025,101.765374357934
"Greece","GRBM00X00",2026,100.976534560662
"Greece","GRBM00X00",2027,100.18013399856
"Greece","GRBM00X00",2028,99.046019274048
"Greece","GRBM00X00",2029,98.2382775647011
"Greece","GRBM00X00",2030,91.130396059732
"Greece","GRBM00X00",2031,79.6714957594765
"Greece","GRBM00X00",2032,62.0536688269829
"Greece","GRBM00X00",2033,48.5495273812252
"Greece","GRBM00X00",2034,52.5988098578592
"Greece","GRBM00X00",2035,47.9704174181878
"Greece","GRBM00X00",2036,172.25
"Greece","GRBM00X00",2037,169.52
"Greece","GRBM00X00",2038,170.56
"Greece","GRBM00X00",2039,171.08
"Greece","GRBM00X00",2040,172.12
"Greece","GRBM00X00",2041,173.16
"Greece","GRBM00X00",2042,173.68
"Greece","GRBM00X00",2043,174.72
"Greece","GRBM00X00",2044,175.24
"Greece","GRBM00X00",2045,176.28
"Greece","GRBM00X00",2046,176.8
"Greece","GRBM00X00",2047,177.84
"Greece","GRBM00X00",2048,178.88
"Greece","GRBM00X00",2049,179.4
"Greece","GRBM00X00",2050,180.44
"Greece","GRCO00I00",2019,0
"Greece","GRCO00I00",2020,0
"Greece","GRCO00I00",2021,95.3802882132557
"Greece","GRCO00I00",2022,101.176880314614
"Greece","GRCO00I00",2023,0
"Greece","GRCO00I00",2024,0
"Greece","GRCO00I00",2025,0
"Greece","GRCO00I00",2026,0
"Greece","GRCO00I00",2027,0
"Greece","GRCO00I00",2028,0
"Greece","GRCO00I00",2029,0
"Greece","GRCO00I00",2030,0
"Greece","GRCO00I00",2031,0
"Greece","GRCO00I00",2032,0
"Greece","GRCO00I00",2033,0
"Greece","GRCO00I00",2034,0
"Greece","GRCO00I00",2035,0
"Greece","GRCO00I00",2036,0
"Greece","GRCO00I00",2037,0
"Greece","GRCO00I00",2038,0
"Greece","GRCO00I00",2039,0
"Greece","GRCO00I00",2040,0
"Greece","GRCO00I00",2041,0
"Greece","GRCO00I00",2042,0
"Greece","GRCO00I00",2043,0
"Greece","GRCO00I00",2044,0
"Greece","GRCO00I00",2045,0
"Greece","GRCO00I00",2046,0
"Greece","GRCO00I00",2047,0
"Greece","GRCO00I00",2048,0
"Greece","GRCO00I00",2049,0
"Greece","GRCO00I00",2050,0
"Greece","GRCO00X00",2019,96.012661118473
"Greece","GRCO00X00",2020,48.9410310712245
"Greece","GRCO00X00",2021,77.826
"Greece","GRCO00X00",2022,83.058
"Greece","GRCO00X00",2023,48.3295947088528
"Greece","GRCO00X00",2024,4.17920629143239
"Greece","GRCO00X00",2025,0
"Greece","GRCO00X00",2026,0
"Greece","GRCO00X00",2027,0
"Greece","GRCO00X00",2028,0
"Greece","GRCO00X00",2029,0
"Greece","GRCO00X00",2030,0
"Greece","GRCO00X00",2031,0
"Greece","GRCO00X00",2032,0
"Greece","GRCO00X00",2033,0
"Greece","GRCO00X00",2034,0
"Greece","GRCO00X00",2035,0
"Greece","GRCO00X00",2036,0
"Greece","GRCO00X00",2037,0
"Greece","GRCO00X00",2038,0
"Greece","GRCO00X00",2039,0
"Greece","GRCO00X00",2040,0
"Greece","GRCO00X00",2041,0
"Greece","GRCO00X00",2042,0
"Greece","GRCO00X00",2043,0
"Greece","GRCO00X00",2044,0
"Greece","GRCO00X00",2045,0
"Greece","GRCO00X00",2046,0
"Greece","GRCO00X00",2047,0
"Greece","GRCO00X00",2048,0
"Greece","GRCO00X00",2049,0
"Greece","GRCO00X00",2050,0
"Greece","GRELALBP0",2019,-404.06
"Greece","GRELALBP0",2020,-410.29
"Greece","GRELALBP0",2021,-418.5
"Greece","GRELALBP0",2022,-426.79
"Greece","GRELALBP0",2023,-438.96
"Greece","GRELALBP0",2024,-447.44
"Greece","GRELALBP0",2025,-456
"Greece","GRELALBP0",2026,-396.88
"Greece","GRELALBP0",2027,-336.72
"Greece","GRELALBP0",2028,-275.52
"Greece","GRELALBP0",2029,-208.32
"Greece","GRELALBP0",2030,-145.29
"Greece","GRELALBP0",2031,-140.28
"Greece","GRELALBP0",2032,-135.27
"Greece","GRELALBP0",2033,-125.25
"Greece","GRELALBP0",2034,-120.24
"Greece","GRELALBP0",2035,-115.23
"Greece","GRELALBP0",2036,-3806.5488768565
"Greece","GRELALBP0",2037,-4758.57536110824
"Greece","GRELALBP0",2038,-5502.95909129685
"Greece","GRELALBP0",2039,-5798.97529559156
"Greece","GRELALBP0",2040,-5983.38271773939
"Greece","GRELALBP0",2041,-6080.18850718077
"Greece","GRELALBP0",2042,-6182.20936417346
"Greece","GRELALBP0",2043,-6266.0755722266
"Greece","GRELALBP0",2044,-6222.71368543344
"Greece","GRELALBP0",2045,-6265.35213182474
"Greece","GRELALBP0",2046,-6319.05536062295
"Greece","GRELALBP0",2047,-6358.82233732397
"Greece","GRELALBP0",2048,-6355.67229961697
"Greece","GRELALBP0",2049,-5232.45922382054
"Greece","GRELALBP0",2050,-5261.74291889841
"Greece","GRHF00I00",2019,99.86372
"Greece","GRHF00I00",2020,85.57446
"Greece","GRHF00I00",2021,133.914
"Greece","GRHF00I00",2022,135.98358
"Greece","GRHF00I00",2023,126.96264
"Greece","GRHF00I00",2024,115.73305
"Greece","GRHF00I00",2025,105.92859
"Greece","GRHF00I00",2026,93.21949
"Greece","GRHF00I00",2027,82.6734
"Greece","GRHF00I00",2028,57.79635
"Greece","GRHF00I00",2029,33.56692
"Greece","GRHF00I00",2030,10.38216
"Greece","GRHF00I00",2031,0
"Greece","GRHF00I00",2032,0
"Greece","GRHF00I00",2033,0
"Greece","GRHF00I00",2034,0
"Greece","GRHF00I00",2035,0
"Greece","GRHF00I00",2036,0
"Greece","GRHF00I00",2037,0
"Greece","GRHF00I00",2038,0
"Greece","GRHF00I00",2039,0
"Greece","GRHF00I00",2040,0
"Greece","GRHF00I00",2041,0
"Greece","GRHF00I00",2042,0
"Greece","GRHF00I00",2043,0
"Greece","GRHF00I00",2044,0
"Greece","GRHF00I00",2045,0
"Greece","GRHF00I00",2046,0
"Greece","GRHF00I00",2047,0
"Greece","GRHF00I00",2048,0
"Greece","GRHF00I00",2049,0
"Greece","GRHF00I00",2050,0
"Greece","GRMBACKSTOP",2019,228886.374993408
"Greece","GRMBACKSTOP",2020,243095.984930304
"Greece","GRMBACKSTOP",2021,256316.724804096
"Greece","GRMBACKSTOP",2022,0
"Greece","GRMBACKSTOP",2023,0
"Greece","GRMBACKSTOP",2024,0
"Greece","GRMBACKSTOP",2025,0
"Greece","GRMBACKSTOP",2026,0
"Greece","GRMBACKSTOP",2027,0
"Greece","GRMBACKSTOP",2028,0
"Greece","GRMBACKSTOP",2029,0
"Greece","GRMBACKSTOP",2030,0
"Greece","GRMBACKSTOP",2031,0
"Greece","GRMBACKSTOP",2032,0
"Greece","GRMBACKSTOP",2033,0
"Greece","GRMBACKSTOP",2034,0
"Greece","GRMBACKSTOP",2035,0
"Greece","GRMBACKSTOP",2036,0
"Greece","GRMBACKSTOP",2037,0
"Greece","GRMBACKSTOP",2038,0
"Greece","GRMBACKSTOP",2039,0
"Greece","GRMBACKSTOP",2040,0
"Greece","GRMBACKSTOP",2041,0
"Greece","GRMBACKSTOP",2042,0
"Greece","GRMBACKSTOP",2043,0
"Greece","GRMBACKSTOP",2044,0
"Greece","GRMBACKSTOP",2045,0
"Greece","GRMBACKSTOP",2046,0
"Greece","GRMBACKSTOP",2047,0
"Greece","GRMBACKSTOP",2048,0
"Greece","GRMBACKSTOP",2049,0
"Greece","GRMBACKSTOP",2050,0
"Greece","GRMBMCHP00",2019,1.5985617069312
"Greece","GRMBMCHP00",2020,1.7983819202976
"Greece","GRMBMCHP00",2021,1.998202133664
"Greece","GRMBMCHP00",2022,5.994606400992
"Greece","GRMBMCHP00",2023,9.99101066832001
"Greece","GRMBMCHP00",2024,13.987414935648
"Greece","GRMBMCHP00",2025,13.987414935648
"Greece","GRMBMCHP00",2026,13.987414935648
"Greece","GRMBMCHP00",2027,13.987414935648
"Greece","GRMBMCHP00",2028,13.987414935648
"Greece","GRMBMCHP00",2029,13.987414935648
"Greece","GRMBMCHP00",2030,12.5439905290554
"Greece","GRMBMCHP00",2031,10.8974960928898
"Greece","GRMBMCHP00",2032,8.49421289899508
"Greece","GRMBMCHP00",2033,6.63016429541831
"Greece","GRMBMCHP00",2034,7.16077696938991
"Greece","GRMBMCHP00",2035,6.51588533072951
"Greece","GRMBMCHP00",2036,25.4524349229079
"Greece","GRMBMCHP00",2037,27.2929186812264
"Greece","GRMBMCHP00",2038,29.0369131380596
"Greece","GRMBMCHP00",2039,28.1284463675794
"Greece","GRMBMCHP00",2040,27.6453688851447
"Greece","GRMBMCHP00",2041,27.4613053416316
"Greece","GRMBMCHP00",2042,27.2757700191968
"Greece","GRMBMCHP00",2043,27.3158721133887
"Greece","GRMBMCHP00",2044,27.3594652286384
"Greece","GRMBMCHP00",2045,26.8375772817738
"Greece","GRMBMCHP00",2046,26.0159931182956
"Greece","GRMBMCHP00",2047,25.1571175090793
"Greece","GRMBMCHP00",2048,24.2703827778727
"Greece","GRMBMCHP00",2049,28.9165873433615
"Greece","GRMBMCHP00",2050,28.801464370172
"Greece","GRMCOSCP00",2019,37.0683236677402
"Greece","GRMCOSCP00",2020,23.1022870615777
"Greece","GRMCOSCP00",2021,62.693093193984
"Greece","GRMCOSCP00",2022,62.207100223488
"Greece","GRMCOSCP00",2023,17.3813118323435
"Greece","GRMCOSCP00",2024,0
"Greece","GRMCOSCP00",2025,0
"Greece","GRMCOSCP00",2026,0
"Greece","GRMCOSCP00",2027,0
"Greece","GRMCOSCP00",2028,0
"Greece","GRMCOSCP00",2029,0
"Greece","GRMCOSCP00",2030,0
"Greece","GRMCOSCP00",2031,0
"Greece","GRMCOSCP00",2032,0
"Greece","GRMCOSCP00",2033,0
"Greece","GRMCOSCP00",2034,0
"Greece","GRMCOSCP00",2035,0
"Greece","GRMCOSCP00",2036,0
"Greece","GRMCOSCP00",2037,0
"Greece","GRMCOSCP00",2038,0
"Greece","GRMCOSCP00",2039,0
"Greece","GRMCOSCP00",2040,0
"Greece","GRMCOSCP00",2041,0
"Greece","GRMCOSCP00",2042,0
"Greece","GRMCOSCP00",2043,0
"Greece","GRMCOSCP00",2044,0
"Greece","GRMCOSCP00",2045,0
"Greece","GRMCOSCP00",2046,0
"Greece","GRMCOSCP00",2047,0
"Greece","GRMCOSCP00",2048,0
"Greece","GRMCOSCP00",2049,0
"Greece","GRMCOSCP00",2050,0
"Greece","GRMCOSCP00_Ptol",2019,0
"Greece","GRMCOSCP00_Ptol",2020,0
"Greece","GRMCOSCP00_Ptol",2021,0
"Greece","GRMCOSCP00_Ptol",2022,0
"Greece","GRMCOSCP00_Ptol",2023,1.69537536
"Greece","GRMCOSCP00_Ptol",2024,1.55668259022042
"Greece","GRMCOSCP00_Ptol",2025,0
"Greece","GRMCOSCP00_Ptol",2026,0
"Greece","GRMCOSCP00_Ptol",2027,0
"Greece","GRMCOSCP00_Ptol",2028,0
"Greece","GRMCOSCP00_Ptol",2029,0
"Greece","GRMCOSCP00_Ptol",2030,0
"Greece","GRMCOSCP00_Ptol",2031,0
"Greece","GRMCOSCP00_Ptol",2032,0
"Greece","GRMCOSCP00_Ptol",2033,0
"Greece","GRMCOSCP00_Ptol",2034,0
"Greece","GRMCOSCP00_Ptol",2035,0
"Greece","GRMCOSCP00_Ptol",2036,0
"Greece","GRMCOSCP00_Ptol",2037,0
"Greece","GRMCOSCP00_Ptol",2038,0
"Greece","GRMCOSCP00_Ptol",2039,0
"Greece","GRMCOSCP00_Ptol",2040,0
"Greece","GRMCOSCP00_Ptol",2041,0
"Greece","GRMCOSCP00_Ptol",2042,0
"Greece","GRMCOSCP00_Ptol",2043,0
"Greece","GRMCOSCP00_Ptol",2044,0
"Greece","GRMCOSCP00_Ptol",2045,0
"Greece","GRMCOSCP00_Ptol",2046,0
"Greece","GRMCOSCP00_Ptol",2047,0
"Greece","GRMCOSCP00_Ptol",2048,0
"Greece","GRMCOSCP00_Ptol",2049,0
"Greece","GRMCOSCP00_Ptol",2050,0
"Greece","GRMEL00T00",2019,1004.10858482087
"Greece","GRMEL00T00",2020,998.102406177391
"Greece","GRMEL00T00",2021,992.04405362087
"Greece","GRMEL00T00",2022,1144.17959047791
"Greece","GRMEL00T00",2023,1138.22062277009
"Greece","GRMEL00T00",2024,1130.07029443896
"Greece","GRMEL00T00",2025,1123.93698363548
"Greece","GRMEL00T00",2026,1115.59570810435
"Greece","GRMEL00T00",2027,1109.28805420522
"Greece","GRMEL00T00",2028,1100.75583147409
"Greece","GRMEL00T00",2029,1099.80644317496
"Greece","GRMEL00T00",2030,1093.18707783235
"Greece","GRMEL00T00",2031,1094.87852575722
"Greece","GRMEL00T00",2032,1096.4717878873
"Greece","GRMEL00T00",2033,1097.96686422261
"Greece","GRMEL00T00",2034,1104.71158085009
"Greece","GRMEL00T00",2035,1105.97767690017
"Greece","GRMEL00T00",2036,1107.14558715548
"Greece","GRMEL00T00",2037,1108.215311616
"Greece","GRMEL00T00",2038,1114.40424158609
"Greece","GRMEL00T00",2039,1115.24498576139
"Greece","GRMEL00T00",2040,1115.98754414191
"Greece","GRMEL00T00",2041,1121.75148194504
"Greece","GRMEL00T00",2042,1122.26506004035
"Greece","GRMEL00T00",2043,1123.18031165217
"Greece","GRMEL00T00",2044,1141.04268271304
"Greece","GRMEL00T00",2045,1143.61157551304
"Greece","GRMEL00T00",2046,1146.05003353044
"Greece","GRMEL00T00",2047,1148.35805676522
"Greece","GRMEL00T00",2048,1155.42694956522
"Greece","GRMEL00T00",2049,1164.88939827757
"Greece","GRMEL00T00",2050,1164.81438245844
"Greece","GRMHFSTP00",2019,139.748
"Greece","GRMHFSTP00",2020,139.258
"Greece","GRMHFSTP00",2021,138.768
"Greece","GRMHFSTP00",2022,138.376
"Greece","GRMHFSTP00",2023,129.444
"Greece","GRMHFSTP00",2024,119.17
"Greece","GRMHFSTP00",2025,110.442
"Greece","GRMHFSTP00",2026,101.689
"Greece","GRMHFSTP00",2027,94.384
"Greece","GRMHFSTP00",2028,76.065
"Greece","GRMHFSTP00",2029,57.918
"Greece","GRMHFSTP00",2030,39.846
"Greece","GRMHFSTP00",2031,0
"Greece","GRMHFSTP00",2032,0
"Greece","GRMHFSTP00",2033,0
"Greece","GRMHFSTP00",2034,0
"Greece","GRMHFSTP00",2035,0
"Greece","GRMHFSTP00",2036,0
"Greece","GRMHFSTP00",2037,0
"Greece","GRMHFSTP00",2038,0
"Greece","GRMHFSTP00",2039,0
"Greece","GRMHFSTP00",2040,0
"Greece","GRMHFSTP00",2041,0
"Greece","GRMHFSTP00",2042,0
"Greece","GRMHFSTP00",2043,0
"Greece","GRMHFSTP00",2044,0
"Greece","GRMHFSTP00",2045,0
"Greece","GRMHFSTP00",2046,0
"Greece","GRMHFSTP00",2047,0
"Greece","GRMHFSTP00",2048,0
"Greece","GRMHFSTP00",2049,0
"Greece","GRMHFSTP00",2050,0
"Greece","GRMHYDMS01",2019,0
"Greece","GRMHYDMS01",2020,0
"Greece","GRMHYDMS01",2021,0
"Greece","GRMHYDMS01",2022,0
"Greece","GRMHYDMS01",2023,0
"Greece","GRMHYDMS01",2024,0
"Greece","GRMHYDMS01",2025,0
"Greece","GRMHYDMS01",2026,0
"Greece","GRMHYDMS01",2027,0
"Greece","GRMHYDMS01",2028,0
"Greece","GRMHYDMS01",2029,0
"Greece","GRMHYDMS01",2030,0
"Greece","GRMHYDMS01",2031,0
"Greece","GRMHYDMS01",2032,0
"Greece","GRMHYDMS01",2033,0
"Greece","GRMHYDMS01",2034,0
"Greece","GRMHYDMS01",2035,0
"Greece","GRMHYDMS01",2036,0
"Greece","GRMHYDMS01",2037,0
"Greece","GRMHYDMS01",2038,0
"Greece","GRMHYDMS01",2039,0
"Greece","GRMHYDMS01",2040,0
"Greece","GRMHYDMS01",2041,0
"Greece","GRMHYDMS01",2042,0
"Greece","GRMHYDMS01",2043,0
"Greece","GRMHYDMS01",2044,0
"Greece","GRMHYDMS01",2045,0
"Greece","GRMHYDMS01",2046,0
"Greece","GRMHYDMS01",2047,0
"Greece","GRMHYDMS01",2048,0
"Greece","GRMHYDMS01",2049,0
"Greece","GRMHYDMS01",2050,0
"Greece","GRMHYDMS02",2019,0
"Greece","GRMHYDMS02",2020,0
"Greece","GRMHYDMS02",2021,0
"Greece","GRMHYDMS02",2022,0
"Greece","GRMHYDMS02",2023,0
"Greece","GRMHYDMS02",2024,0
"Greece","GRMHYDMS02",2025,0
"Greece","GRMHYDMS02",2026,0
"Greece","GRMHYDMS02",2027,0
"Greece","GRMHYDMS02",2028,0
"Greece","GRMHYDMS02",2029,0
"Greece","GRMHYDMS02",2030,0
"Greece","GRMHYDMS02",2031,0
"Greece","GRMHYDMS02",2032,0
"Greece","GRMHYDMS02",2033,0
"Greece","GRMHYDMS02",2034,0
"Greece","GRMHYDMS02",2035,0
"Greece","GRMHYDMS02",2036,0
"Greece","GRMHYDMS02",2037,0
"Greece","GRMHYDMS02",2038,0
"Greece","GRMHYDMS02",2039,0
"Greece","GRMHYDMS02",2040,0
"Greece","GRMHYDMS02",2041,0
"Greece","GRMHYDMS02",2042,0
"Greece","GRMHYDMS02",2043,0
"Greece","GRMHYDMS02",2044,0
"Greece","GRMHYDMS02",2045,0
"Greece","GRMHYDMS02",2046,0
"Greece","GRMHYDMS02",2047,0
"Greece","GRMHYDMS02",2048,0
"Greece","GRMHYDMS02",2049,0
"Greece","GRMHYDMS02",2050,0
"Greece","GRMHYDMS03",2019,0
"Greece","GRMHYDMS03",2020,0
"Greece","GRMHYDMS03",2021,0
"Greece","GRMHYDMS03",2022,0
"Greece","GRMHYDMS03",2023,0
"Greece","GRMHYDMS03",2024,0
"Greece","GRMHYDMS03",2025,0
"Greece","GRMHYDMS03",2026,0
"Greece","GRMHYDMS03",2027,0
"Greece","GRMHYDMS03",2028,0
"Greece","GRMHYDMS03",2029,0
"Greece","GRMHYDMS03",2030,0
"Greece","GRMHYDMS03",2031,0
"Greece","GRMHYDMS03",2032,0
"Greece","GRMHYDMS03",2033,0
"Greece","GRMHYDMS03",2034,0
"Greece","GRMHYDMS03",2035,0
"Greece","GRMHYDMS03",2036,0
"Greece","GRMHYDMS03",2037,0
"Greece","GRMHYDMS03",2038,0
"Greece","GRMHYDMS03",2039,0
"Greece","GRMHYDMS03",2040,0
"Greece","GRMHYDMS03",2041,0
"Greece","GRMHYDMS03",2042,0
"Greece","GRMHYDMS03",2043,0
"Greece","GRMHYDMS03",2044,0
"Greece","GRMHYDMS03",2045,0
"Greece","GRMHYDMS03",2046,0
"Greece","GRMHYDMS03",2047,0
"Greece","GRMHYDMS03",2048,0
"Greece","GRMHYDMS03",2049,0
"Greece","GRMHYDMS03",2050,0
"Greece","GRMNGCCP00",2019,33.8356808064
"Greece","GRMNGCCP00",2020,36.043904185344
"Greece","GRMNGCCP00",2021,13.8681044653876
"Greece","GRMNGCCP00",2022,22.8633676037966
"Greece","GRMNGCCP00",2023,35.462550892032
"Greece","GRMNGCCP00",2024,35.462550892032
"Greece","GRMNGCCP00",2025,30.2165296261206
"Greece","GRMNGCCP00",2026,26.5896063405554
"Greece","GRMNGCCP00",2027,22.9026830549902
"Greece","GRMNGCCP00",2028,18.8640479757361
"Greece","GRMNGCCP00",2029,13.3725241979075
"Greece","GRMNGCCP00",2030,11.8427533535084
"Greece","GRMNGCCP00",2031,10.8063961045677
"Greece","GRMNGCCP00",2032,7.34685979652004
"Greece","GRMNGCCP00",2033,4.79482493407717
"Greece","GRMNGCCP00",2034,1.75149850494284
"Greece","GRMNGCCP00",2035,0
"Greece","GRMNGCCP00",2036,0
"Greece","GRMNGCCP00",2037,0
"Greece","GRMNGCCP00",2038,0
"Greece","GRMNGCCP00",2039,0
"Greece","GRMNGCCP00",2040,0
"Greece","GRMNGCCP00",2041,0
"Greece","GRMNGCCP00",2042,0
"Greece","GRMNGCCP00",2043,0
"Greece","GRMNGCCP00",2044,0
"Greece","GRMNGCCP00",2045,0
"Greece","GRMNGCCP00",2046,0
"Greece","GRMNGCCP00",2047,0
"Greece","GRMNGCCP00",2048,0
"Greece","GRMNGCCP00",2049,0
"Greece","GRMNGCCP00",2050,0
"Greece","GRMNGGCP00",2019,0
"Greece","GRMNGGCP00",2020,2.585068992
"Greece","GRMNGGCP00",2021,0
"Greece","GRMNGGCP00",2022,0
"Greece","GRMNGGCP00",2023,0
"Greece","GRMNGGCP00",2024,2.585068992
"Greece","GRMNGGCP00",2025,0
"Greece","GRMNGGCP00",2026,0
"Greece","GRMNGGCP00",2027,0
"Greece","GRMNGGCP00",2028,0
"Greece","GRMNGGCP00",2029,0
"Greece","GRMNGGCP00",2030,0
"Greece","GRMNGGCP00",2031,0
"Greece","GRMNGGCP00",2032,0
"Greece","GRMNGGCP00",2033,0
"Greece","GRMNGGCP00",2034,0
"Greece","GRMNGGCP00",2035,0
"Greece","GRMNGGCP00",2036,0
"Greece","GRMNGGCP00",2037,0
"Greece","GRMNGGCP00",2038,0
"Greece","GRMNGGCP00",2039,0
